CC(=O)NCCNC(=O)C	ABAWEG01
Clc1ccc(cc1)n1c(nnc1c1ccccc1)c1ccc(cc1)N(=O)=O.Clc1ccc(cc1)n1c(nnc1c1ccccc1)c1ccc(cc1)N(=O)=O	RITBEC
O=N(=O)c1cc(cnc1NC(c1ccccc1)C)N(=O)=O	RIWQET
Nc1cccc2c1c(Br)ccc2	RIYVIF
COC(=O)C(=CN)C(=O)OC	RIYYAA
Clc1nc2N(c3ccccn3)c3ccccc3N(c2nc1Cl)c1ccccn1	RIZQIC
OC(Cn1cnnn1)Cn1ncnn1	RIZXEE
CC(c1cc(cc2c3c(=Nc12)c(c1ccccc1)c1c2cc(cc(c2N=c1c3c1ccccc1)C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C	ROCLUR
FC(c1cc(cc2c1cc(cc2C(F)(F)F)C(F)(F)F)C(F)(F)F)(F)F	RODGEY
O=N(=O)c1nn(c(c1C)N(=O)=O)C	RODLOM
N#Cc1c(nn(c1N(=O)=O)C)N(=O)=O	RODLUS
Brc1c(O)c(Br)c(c(c1Br)Br)Br	ROFKAZ01
O=C(N1CC2CC1C(=O)O2)OC(C)(C)C	ROGGEA
[O-]C(=O)c1ccc[nH+]c1N	ROGXIU01
COC(=O)c1cc(O)c(c(c1)O)O	ROMGAC
COC(=O)c1ccc(cc1)N(=O)=O	RUGNIR
Cc1ccc(cc1)n1cc(c(n1)c1ccc(o1)N(=O)=O)C(=O)c1ccc(cc1)C	RUGPAL
OC(=O)c1cccc(c1Cl)c1ccccc1	RUKFEJ
Fc1ccc(cc1)C1(c2ccc(cc2)F)c2cccc3c2c(C1(c1ccc(cc1)F)c1ccc(cc1)F)ccc3.Fc1ccc(cc1)C1(c2ccc(cc2)F)c2cccc3c2c(C1(c1ccc(cc1)F)c1ccc(cc1)F)ccc3	RUNHOY
OC1CC(C)(C)N(C(C1)(C)C)N=O	RUPFEO
n1ccc(cc1)c1nnc(nn1)c1ccncc1	RUYKIF01
O=N(=O)c1cccc(c1)Oc1cnc2c(n1)cccc2	SABDEG
Fc1ccccc1N1C(=O)c2c(C1=O)c(Cl)c(c(c2Cl)Cl)Cl	SABFAE
Cc1cc(=O)[nH]c(n1)C(C)C	SABKIR
N#Cc1cc(OCc2ccco2)ccc1C#N	SAGQOI
COc1cc(ccc1OC)C=C1C(=O)N(C)C(=O)N(C1=O)C	SAGVED
O=C1OCCC1(c1ccccc1)C(=O)c1ccc2c(c1)cccc2	SAHPIC
ON=C1CCCCCCCCCCC1=O	SAHPUO
O=C1NCCc2n1cnc2	SAJHIV
OC(=O)c1ccccc1O	SALIAC16
O=C1C2C=CC2N1c1ccccc1C(C)(C)C	SAPVUC
CC(NC(=O)NC(C)C)C	SARZOA01
CN(c1ccccc1N(=O)=O)N(=O)=O	SATBUL
CN(c1cccc(c1)N(=O)=O)N(=O)=O	SATCAS
CC(=O)c1cc2CCCc3c2c(c1O)ccc3	SAVZEV
ON=Cc1cc[nH]n1	SAWJUW
Brc1ccc(cc1)c1cc(c2ccccc2)c(c2c3c4c(c12)cccc4ccc3)c1ccc(cc1)Br	SAZCAZ
C1CCC2(CC1)OOC1(OO2)CCCCC1	SCHOCH11
Brc1cc(Cl)c(c(c1)Br)N	SEDDUA
NC(=C(N(=O)=O)N(=O)=O)N	SEDTUQ09
CC1NC(=O)C2C(=C1)CCC2	SEMGOH
COC(=O)C1CCCC1=CC(NC(=O)OC(C)(C)C)C	SEMGUN
FC(C1[N]C2CCC3C4C2C([N]1)CCC4[N]C([N]3)C(F)(F)F)(F)F	SEPBAS
BrC1CC2[N]C([N]C3C2C2C1[N]C([N]C2CC3Br)C(F)(F)F)C(F)(F)F.BrC1CC2[N]C([N]C3C2C2C1[N]C([N]C2CC3Br)C(F)(F)F)C(F)(F)F	SEPCOH
ClC1C(Cl)C2[N]C([N]C3C2C2C1[N]C([N]C2C(C3Cl)Cl)C(F)(F)F)C(F)(F)F	SEPDEY
O=c1ccc2c(o1)cc(cc2)C=Cc1ccccc1	SEPSUC
Nc1ccc(cc1I)c1nc2c(s1)cccc2	SESWOD
COC(=O)CNC(=O)C(=C)NC(=O)CNC(=O)OC(C)(C)C	SETQAK
Clc1ccc2c(c1)c1ccc3c4c1c1c2c2ccc(cc2c2c1c1c4c(c4c3cc(Cl)cc4)c3c(c1cc2)cc(cc3)Cl)Cl	SETTIW
Fc1ccc2c(c1)c1ccc3c4c1c1c2c2ccc(cc2c2c1c1c4c(c4c3cc(F)cc4)c3c(c1cc2)cc(cc3)F)F	SETTOC
O=C1C2CCN(C1=Cc1cn(c3c1cc(cc3)N(=O)=O)Cc1ccccc1)CC2	SETWEU
OC1C=C(C)C(=O)C2C1O2	SEWHUY
O=C1c2ccccc2C(=O)C2(C1O2)C	SIGYEN
Brc1[se]c(c(c1Br)Br)Br	SILVEP
Fc1c(oc(c1c1ccccc1)c1ccccc1)c1ccccc1	SIMMIL
O=C(Nc1ccc(cc1)N(=O)=O)CCC(=O)Nc1ccccc1	SIMSAJ
O=N(=O)c1ccc(c(c1)C(F)(F)F)Br.O=N(=O)c1ccc(c(c1)C(F)(F)F)Br.O=N(=O)c1ccc(c(c1)C(F)(F)F)Br	SIMZEU
Brc1ccc(c(c1)Br)N(c1ccc(cc1Br)Br)c1ccc(cc1Br)Br.Brc1ccc(c(c1)Br)N(c1ccc(cc1Br)Br)c1ccc(cc1Br)Br	SINFUS
CC(=O)Oc1ccc2c(c1)Oc1c(C32OC(=O)c2c3cccc2)ccc(c1)OC(=O)C	SIQJIL
O=N(=O)c1c(N)c(N(=O)=O)c(c(c1Cl)N(=O)=O)Cl	SIQKAE
CCOC(=O)C1(C#N)NC(=O)C2C1ON(C2)Cc1ccccc1	SOCBOC
COC1CC(N(C1)C(=O)C)C(=O)OC	SODJEB
Brc1cccc(c1)Br.Brc1cccc(c1)Br	SOFVUG02
CC(c1cccc(c1N=CC1CC(CCN1O)N(=O)=O)C(C)C)C	SOHXOD
CC(=O)NC1COC2C(C1OC(=O)C)OC(OC2)c1ccccc1	SOJXUL
OCC1OC(CC1O)n1cc(C)c(=O)n(c1=O)CN1C(=O)c2c(C1=O)cccc2	SOLLAH
O=N(=O)c1ccc(c(c1)Br)N	SOLSAO
O=C1CC(C1)C(=O)O	SOLTET
CC(=CCOc1c2ccoc2cc2c1ccc(=O)o2)CC(C=C(C)C)O	SOLXUN
COC(=O)C1C(C)OC2(N1C(=O)OC2(C)OC)C	SORPIZ
CNc1cc(cc([n+]1[O-])C)N(=O)=O	SOVNUN
O=C1NCCc2c1cccc2	SOWQOL
COc1ccc(cc1)C=Cc1ccccc1NC(=O)C	SOYMUP
O=C1CCC(=O)O1	SUCANH12
OCC1OC(C(C1O)O)(CO)OC1OC(CO)C(C(C1O)O)O	SUCROS14
Cc1cc(C)cc(c1CCc1c(C)cc(cc1C)C)C	SUCSOY02
Nc1nc2nc(Br)c3c(c2c2c1cccc2)cccc3	SUNTIF
N=C1N(c2ccccc2)C(=O)C(C1(C)N=Nc1ccc(cc1)N(=O)=O)(C)C	SUQDEO
OC1CC2OC3CCCOC3CC2OC1C	SUQQEB
N#CC12CCCCC2C=CC(=O)C1	SUVBER
N#CC12CCCC2C=CC(=O)C1	SUVBIV
O=C1OCCC#CCCOC(=O)c2c1cccc2	SUVSAE
O=C1NC(Cc2ccccc2)c2n(c3c1cccc3)nnc2	SUWPAC01
CCOC(=O)c1cnn(c1c1ccccc1)C(C)(C)C	SUYTOW
O=C(C(=C1C(=O)N(c2c1cccc2)C(=O)C)c1ccccc1)c1cccnc1	SUYVIS
Clc1cc(N)c(cc1c1cc(Cl)c(cc1Cl)N)Cl	SUZDIB
N#Cc1ccc(cc1)c1csc(n1)c1cc(n(n1)c1ccc(cc1)F)c1ccc(cc1)Cl.N#Cc1ccc(cc1)c1csc(n1)c1cc(n(n1)c1ccc(cc1)F)c1ccc(cc1)Cl	SUZDOH
CCOc1ccc(cc1)C=CC(=O)c1ccccc1O	SUZPIN
N#Cc1ccc2c(n1)cccc2	SUZXOB
COc1cc(OC)cc(c1C=NN=Cc1c(OC)cc(cc1OC)OC)OC	SUZYIW
c1ccc(nc1)c1ccc(cn1)N=Nc1ccc(nc1)c1ccccn1	TADHEM
OC(=O)C1CCC(OC1(C)C)(C)C(=O)O	TADNUI
N#CN=C1N(C)C(=C2C1=C(c1ccccc1)N(C2=NC#N)C)c1ccccc1	TAHHOA
CCOC(=O)C=C1CC(OC(O1)c1ccncc1)c1ccncc1	TALDAM
Fc1ccc2c(c1)cc([nH]2)c1ccccn1.Fc1ccc2c(c1)cc([nH]2)c1ccccn1	TAMYOX
OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)O	TAPSAF01
O=C(c1cc2c(o1)cccc2)c1ccccc1	TAPZUG
O=C1C=C(C=Cc2ccccc2)CC(O1)c1ccccc1	TAVDOK
OCC1OC(C(C1O)O)c1ccccc1	TAWMUZ01
COc1ccc2c(c1C=NN=Cc1c(OC)ccc3c1cccc3)cccc2	TAZXOI
N(=Cc1cccc2c1cccc2)N=Cc1cccc2c1cccc2	TAZXUO
Clc1cc(Cl)c(c(c1)Cl)N.Clc1cc(Cl)c(c(c1)Cl)N	TCANIL02
c1c(Cl)c(Cl)cc(c1Cl)Cl.c1c(Cl)c(Cl)cc(c1Cl)Cl	TCLBEN04
N#CC1(C#N)OC1(C#N)C#N	TCYNEO04
CNC(=O)C(N=C1OC(=O)C(=C1CC(C)C)C)Cc1ccccc1	TEGPUR
Oc1cc(O)c(c(c1Br)O)Br.O.O	TEHREE
O=C1C2CCN(C1=CC1CCCCC1)CC2	TERREO
OC(=O)CCC(C(=O)O)NC(=O)C	TERRUD01
OC1Cc2ccccc2CC1O.OC1Cc2ccccc2CC1O	TETRDO02
Fc1ccc(cc1)C#CC#Cc1ccc(cc1)F	TEVLEM
O=C1C=C2C3CC(C)(CCC3(C)CCC2(C2(C1C1(C)CCC(=O)C(C1CC2)(C)C)C)C)C(=O)O	TEVYAV
OC(=O)c1cc(N(=O)=O)c(c(c1)N(=O)=O)Cl.OC(=O)c1cc(N(=O)=O)c(c(c1)N(=O)=O)Cl	TIBGIV
COC(=O)C(=CC(=O)OC)n1cnc(c1)N(=O)=O	TIBHES
OC(=O)c1cc2ccccc2oc1=O	TICHUI04
COC1OCC(C(C1O)O)O	TICXUY01
Brc1ccc(cc1)C1=Cc2c(C1)cccc2.Brc1ccc(cc1)C1=Cc2c(C1)cccc2	TIDTIK
c1ccc2c(c1)CC1C2c2cccc3c2c1c1ccccc1c3	TIDVAE
CCOC(=O)C1OCN(C1c1ccccc1)c1ccc(cc1)OC	TIFGAR
CC(=O)c1ccc(cc1)C(=O)O	TIHLIG
C1CC21CC2=C1CC21CC2	TIHWIQ
O=N(=O)c1cc(N)c(cc1I)C	TIJMAA
O=N(=O)c1ccc2c(c1)noc2c1ccccn1	TIJPAE
CCC1=C(C)C(=Cc2ccc[nH]2)NC1=O	TISQOC
FC(C1CC(C)(C)C(=O)OC1c1ccccc1)(F)F.FC(C1CC(C)(C)C(=O)OC1c1ccccc1)(F)F	TITZED
N#Cc1ccc(cc1)C=C(c1ccc(cc1)C#N)C=CC(=O)NC(C)(C)C	TIYJER
ON1C(C)(C)CCCC1(C)C	TMPPIO13
O=C1c2ccccc2C(=O)C21C(c1ccc3c(c1)cccc3)C1(C2c2ccc3c(c2)cccc3)C(=O)c2c(C1=O)cccc2	TOLNAK
Cc1oc(=O)c2c(c1)c1C3C4CCC(C3C(=O)c1c1c2cccc1)C4	TOPCAD
c1ccc(cc1)C(=C(c1ccccc1)c1ccccc1)c1ccccc1	TPHETY02
c1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccccc1)C=C3)c1ccccc1)[nH]2)c1ccccc1	TPHPOR11
c1ncn[nH]1	TRAZOL04
O=C1OCC2=C1CCC1(C2CC2C3(C41OC4C1OC1(C3O)C(C)C)O2)C	TRIPOL11
O=C(c1ccccc1)NN=C(C(=NNC(=O)c1ccccc1)c1ccccc1)c1ccccc1	TUMDIP01
Clc1cc(Cl)c2c(n1)cccc2.Clc1cc(Cl)c2c(n1)cccc2	TUNNIA
O=Cc1c([O-])on[n+]1c1ccc(cc1)C	TUNWIJ
COC(=O)C1=C(C)NC(=C(C1c1ccc(c(c1)OC)OC)C(=O)OC)C	TUPGUH
CCc1[nH][nH]c(=O)c1C	TUPHAO
Ic1ccc(s1)N(=O)=O	TUPRUS
O=C1c2ccccc2c2c1nc1ccccc1n2	TUQKAS
Fc1cc(F)cc(c1)N1C(=O)C2C(C1=O)C1C(=C(c3ccccc3)c3ccccc3)C2C=C1	TUTXOW
COc1cc2C(OC(=O)c2c(c1C)OC)C(O)C	UBOGUP
COC(=O)c1c(=O)n(C(C)C)c(=NC(C)C)oc1C(C)(C)C	UBUHEE
CCC1NC(=O)C(C1c1ccccc1)(O)COCc1ccccc1	UBUXIA
Clc1ccc(cc1)c1cccc2c1c(O)ccc2.Clc1ccc(cc1)c1cccc2c1c(O)ccc2	UBUXUM
O=N(=O)C1CN2C(CC1(C)O)COCC2Cc1ccccc1	UCAXED
Fc1c(O)c(F)c(c(c1F)F)F.Fc1c(O)c(F)c(c(c1F)F)F.Fc1c(O)c(F)c(c(c1F)F)F	UCAYED02
Clc1c(I)c(Cl)c(c(c1Cl)I)Cl	UCEQID01
Brc1ccc(cc1)N1c2ccc(cc2C2C1CCC2)Br.Brc1ccc(cc1)N1c2ccc(cc2C2C1CCC2)Br.Brc1ccc(cc1)N1c2ccc(cc2C2C1CCC2)Br.Brc1ccc(cc1)N1c2ccc(cc2C2C1CCC2)Br	UCIPIG
ON1[N]C2[N]C3CCCCC3[N]C2C2C1CCCC2.ON1[N]C2[N]C3CCCCC3[N]C2C2C1CCCC2	UCIPON
O=C(N1CCCCC1)CN(c1ccccc1)C(=O)C	UCUBIF
O=C1CC(CCC23OC3C(CC3(OC(C1)C(=O)C3)C)OC2=O)C(=C)C	UDAKUH
COC(=O)[c-]1[n+](OC)noc1=O	UDOZOD
COc1nc(cn1C)N(=O)=O	UDUQUG
c1ccc2c(c1)cc1c(c2)cc(s1)c1cc2c(s1)cc1c(c2)cccc1.c1ccc2c(c1)cc1c(c2)cc(s1)c1cc2c(s1)cc1c(c2)cccc1	UFESAA
FC(c1ccc(cc1)c1ccc(s1)c1nc2c(s1)cc1c(c2)sc(n1)c1ccc(s1)c1ccc(cc1)C(F)(F)F)(F)F	UFIPOP
CCCC1OC(=O)CCCC=CC2C1OC(O2)(C)C	UFOSOX
COC1CCCC21COC(=O)N2	UGECAK
N#CC(c1ccccc1)NCCCNC(c1ccccc1)C#N	UGIVOW
N#CC(c1ccccc1)NCCCCNC(c1ccccc1)C#N	UGIVUC
O=C1OCC2C(O1)(C)CC1C(O2)(C)CC(C(O1)(C)C)O	UHULUE
[N-]=[N+]=Nc1ccccc1N(=O)=O	UJEREG01
CCC1C(=O)Oc2c(C1CN(=O)=O)cccc2	UKEPIK
Brc1ccc(cc1N=[N+]=[N-])Br.Brc1ccc(cc1N=[N+]=[N-])Br.Brc1ccc(cc1N=[N+]=[N-])Br.Brc1ccc(cc1N=[N+]=[N-])Br	UKIWUH
Brc1cnc(nc1)c1ccccc1	ULAQAZ
CCCCCCCCCn1c(=O)[nH]c2c1ccc(c2)N(=O)=O	ULEZAN
C#CCn1cnc2c1nc(N)[nH]c2=O	UMARIK
CC(=Nc1cc(C)cc(c1)C)C(=Nc1cc(C)cc(c1)C)C	UMATUY
O=C(c1ccc(cc1)C(=O)NCc1ccccc1)NCc1ccccc1	UMOPAO
On1c(C)nc2c(c1=O)cccc2	UMOTUM
CCCOc1cccc2c1cccc2OCCC	UNAMAY
CCCCCOc1cccc2c1cccc2OCCCCC	UNAMIG
CCCCCCCCOc1cccc2c1cccc2OCCCCCCCC	UNAMOM
CCCCN1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)CCCC	UNANAZ
CCCCCCCCCCCCN1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)CCCCCCCCCCCC	UNANED
CC(=O)OC1C2(C)C(C)CCCC2CC(=O)C21OC2(C)C	UNEGUQ
Cc1ccc2c(n1)c(O)c(cc2Br)Br	UNUDOX
O=Cc1ccc(cc1)OC1OC(COC(=O)C)C(C(C1OC(=O)C)OC(=O)C)OC(=O)C	UNUKIY
O=C1CCc2c1c(O)ccc2	UPACUK
CC(CCc1ccc(cc1)O)O	UPAHUP
c1cnn(c1)c1cc(cc(n1)n1cccn1)c1cc(nc(c1)n1cccn1)n1cccn1	UPEHED
n1ccn(n1)N=Nn1ccnn1	UPIDED
Cc1cc(O)c2c(c1)C(=O)c1c(C2=O)c2c(o1)c1cccc(c1oc2=O)C	UQOJIU
CC(=NNc1ccccc1)C(=O)O	URECOK
CCCC1OOC2(OO1)CCCCC2	USAHUS
COC(=O)C1(CC(C)C)N=C(OC21C(=O)N(C)C(=O)c1c2cccc1)C	USOGEP
CCOC(=O)C1(CN(=O)=O)CC(=O)C2C1C1C=CC2C1	USOKIX
Fc1c(F)c(F)c(c(c1c1c(oc2c1cc1c(c2)oc(c1c1c(F)c(F)c(c(c1F)F)F)c1ccccc1)c1ccccc1)F)F.Fc1c(F)c(F)c(c(c1c1c(oc2c1cc1c(c2)oc(c1c1c(F)c(F)c(c(c1F)F)F)c1ccccc1)c1ccccc1)F)F	UTIHOV
Cc1cc(=O)c2c(o1)c(Br)c(c(c2O)Br)C.Cc1cc(=O)c2c(o1)c(Br)c(c(c2O)Br)C.Cc1cc(=O)c2c(o1)c(Br)c(c(c2O)Br)C	UTIRUL
OC(=O)c1c(N)c(F)c(c(c1F)F)F.OC(=O)c1c(N)c(F)c(c(c1F)F)F.OC(=O)c1c(N)c(F)c(c(c1F)F)F.OC(=O)c1c(N)c(F)c(c(c1F)F)F	UTOHAN
O=C(Oc1ccccc1)ON=Cc1cc2OCOc2cc1c1ccccc1	UVIPEV
O=C1C(O)(c2ccccc2)c2c(C1(c1ccccc1)c1ccccc1)cccc2	UVONID
COc1ccc(cc1)n1c(=O)c2ccc3c(c2c2c1ccc1c2cccc1)cccc3	UWEQOD
C1CN=Cc2ccccc2Nc2ccccc2C=NCCCN=Cc2c(Nc3c(C=NC1)cccc3)cccc2	UXEMIU
C1CCN=Cc2ccccc2Nc2ccccc2C=NCCCCN=Cc2c(Nc3c(C=NC1)cccc3)cccc2	UXENAN
CCC(=O)NN(=O)=O	UXIJIV
C=CC(C(c1ccc(cc1)N(=O)=O)O)(CN1C(=O)c2c(C1=O)cccc2)C	UXOQUU
O=N(=O)c1nc(n(c1)C)C1OCCO1	UXUGAW
CCOC(=O)C=CC(NC(=O)C=CC(NC(=O)OC(C)(C)C)CC(C)C)CC(C)C	UYIHAM
O=C1C(=CC(C1(C)O)CN1CCCC1)CCc1ccccc1	UZEVAX
OCC1=CC2OC(C)(OC)C(OC2CC1=O)(C)OC	VADPUN
O=C1NC(=C2C1=C(NC2=O)c1ccc(cc1)C(C)(C)C)c1ccccc1	VAGPEZ
Oc1ccc(cc1)C1=NC1c1ccccc1	VAGVEG
CC1CCN(CC1)C#CN1CCC(CC1)C	VAHHOD
O=c1oc(=O)c2c(c3c1cccc3)cccc2	VAHVUX
[NH3+]C(C(=O)[O-])C(C)C	VALIDL03
N#Cc1c(F)c(F)c(c(c1F)F)C#Cc1ccc(cc1)N	VAQZIY
Clc1ccc2c(c1)c(=O)c1c2nc2c(n1)c1c(c2=O)cc(cc1)Cl	VARNUZ
Brc1ccc2c(c1)c(=O)c1c2nc2c(n1)c1c(c2=O)cc(cc1)Br	VARPAH
OC1CCC2(C(=CCC3C2CCC2(C3CC(C2C(=O)C)C)C)C1)C	VARWUG01
O=N(=O)c1cc(Br)c(cc1C#Cc1ccccc1)N	VASKEG
Clc1ccc(c(c1)O)C(=O)O	VAXYAW
Ic1ccc(c(c1)C(=O)O)O.Ic1ccc(c(c1)C(=O)O)O	VAXZIF
OC(=O)c1c(O)cccc1F	VAYBUU
O=N(=O)c1c(C(=O)O)c(Br)cc(c1O)Br	VAYLUE
O=C1NC(=C2C1=C(NC2=O)c1cccnc1)c1cccnc1	VAZPAO
Sc1ccccc1S.Sc1ccccc1S	VECXIL
Oc1ccc(c(c1)C=[NH+]c1ccccc1N=Cc1cc(O)ccc1O)[O-]	VEFTEG
CC1OC(C)c2c(C1)cc1c(c2O)C(=O)C(=C(C1=O)O)C	VENTLG01
C=NNc1ccc(cc1N(=O)=O)N(=O)=O	VETLIQ
O=C1CCCC23C1(O2)C(=O)CC3	VEYYII
COC(=O)C1CC=CC(O1)C#N	VEZHEO
FC(c1cc2c(cc3c4c2c2c1cc(c1c2c4c(c(c1)C(F)(F)F)cc3C(F)(F)F)C(F)(F)F)C(F)(F)F)(F)F	VIFYUG
Clc1cccc2c1c1ccc3c(c1cc2)c(Cl)ccc3	VIHKAA
NC(=O)CC(C(=O)[O-])[NH3+]	VIKKEG
O=C1CC2OCCC2(C2C1O2)O	VISDIL
O=N(=O)N=c1[nH]nn[nH]1	VIWRAV
CCOC(=NC#N)N	VODJEE
NNC(=O)Nn1nnnc1N	VODWER
CC(CC1N(CC2C1(O)C2)Cc1ccccc1)C	VOFSIT
CCC(C1N(CC2C1(O)C2)Cc1ccccc1)C	VOFSOZ
CCOC(=O)C=C(N1C(=O)c2c(C1=O)cccc2)c1ccccc1	VOHJOS
CCOC(=O)C=C(N1C(=O)c2c(C1=O)cccc2)C	VOHJUY
Ic1ccc(c(c1)Cl)N	VOJBAY
Nc1c(c(c(c(c1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F	VOJQIW
Oc1ccc(cc1Br)c1ccc(c(c1)Br)O.Oc1ccc(cc1Br)c1ccc(c(c1)Br)O	VOLHIP
COc1ccc(cc1)C=CN(=O)=O	VOPXAZ02
Clc1ccc2c(n1)c1nc(Cl)ccc1cc2	VOQTIF
c1ccc2c(c1)c1cc3ccc4c5c3c3c1c2c1c2ccccc2c2c1c3c5c(c2)cc4	VUFHAG
c1ccc2c(c1)c1c3c2cc2c4c3c3c5c1c1ccccc1c5cc1c3c4c3c(c2)c2ccccc2c3c1	VUFHOU
c1ccc2c(c1)c1c3ccc4c5c3c3c(c1c1c2cccc1)ccc1c3c5c(c2c4c3ccccc3c3c2cccc3)cc1	VUFHUA
COC1CCCC2C1C(OC(=O)c1ccccc1)C(=C1C32C2CC4N3C(C)CCC4C1(C2)O)C(=O)OC	VUGVAV
OC(=O)c1ccc2c(c1)c(F)c(c(c2F)F)F	VUHQIZ
O=C1C2OC2CC23C1=CC1=CCCCC1(O3)CC2	VUMVUV
O=C1OC(N(C1C)C(=O)c1cccc2c1cccc2)(C)C	VUMXEH
Nn1cnnc1N	VUPTAC02
OC(=O)C1C2CC3C1C(=O)N(C3C2O)c1cccc(c1)N(=O)=O	VUSWAI
OCCCCCCCCCCn1ccnc1	VUVREK
Fc1cccc(c1C1=NSSN1)F.Fc1cccc(c1C1=NSSN1)F	VUXZEU
c1ccc(cc1)C1(NCCCN1)c1ccccn1	WACYUW
COc1ccc(cc1)[n+]1noc(c1)[O-]	WADNOG
COc1ccc(c(c1)C=O)c1ccc(c(c1OC)OC)OC	WAFXIL
O=c1[nH]c(=O)n2c([nH]1)cnc2	WAHBOX
O=C1c2cccc3c2C(=O)c2c1c(NCCCOCCCCOCCCN3)ccc2	WALLAY
O=C1c2cccc3c2C(=O)c2c1c(NCCCOCCOCCOCCCN3)ccc2	WALLEC
Oc1ccccc1Cl.Oc1ccccc1Cl.Oc1ccccc1Cl	WANMUU
CCOC(=O)C(=O)NC1CCC(CC1)NC(=O)C(=O)OCC	WAVYOI
N#Cc1ccc(cc1)C=Cc1ccc(cc1)C#N	WEFBIT
NC(=CC=CC=C(c1ccc(cc1)C)N)c1ccc(cc1)C	WELZAO
Clc1c(N)cccc1Cl	WEMDAT
Clc1cccc(c1N)Cl	WEMDEX
Clc1ccc(c(c1)Cl)N	WEMDIB
Nc1ccc(c(c1)Cl)Cl	WEMDOH
Nc1cc(Cl)cc(c1)Cl	WEMDUN
OCCCCCCCCCCO	WESTIX
Oc1ccc(cc1)C1(CCCCC1)c1ccc(cc1)O	WETFAD01
[O-]C(=O)C(=[NH2+])N	WETGAE
CCN(C(=O)c1cccc(n1)c1ccn(n1)Cc1ccc(cc1)Cn1ccc(n1)c1cccc(n1)C(=O)N(CC)CC)CC	WEZJIV
COc1ccc(cc1)C(N1C(CCC1C#C)C#C)C	WIDSOS
Nc1ccc2c(c1)oc(=O)cc2C	WIKDEZ01
Brc1ccccc1c1nc2ccc3c4c2c(n1)ccc4c1c2c3ccc3c2c(cc1)nc(n3)c1ccccc1Br	WIKSUF
O=C1C2CCCC1CCC2	WIQCUU
Fc1c(F)c(F)c(c(c1F)I)I	WISBOR
FC(c1ccc(cc1)c1nnc(o1)c1nnc(o1)c1ccc(cc1)C(F)(F)F)(F)F.FC(c1ccc(cc1)c1nnc(o1)c1nnc(o1)c1ccc(cc1)C(F)(F)F)(F)F	WODZEV
Clc1cc(O)c2c(c1)ccc(n2)C	WOFZAU
Cc1ccc2c(n1)c(O)ccc2Cl	WOFZEY
Clc1ccc(c(c1)I)N	WOHZOK
CC(=O)c1c(=O)oc2c(c1O)cccc2	WOKPER02
CCOC1=NC(=Cc2[nH]c(c(c2C)CC)C)C(=C1C)CC	WOKPES
COc1cc(Cl)c(c(c1Cl)Br)O.COc1cc(Cl)c(c(c1Cl)Br)O	WOLWIE
O=C1OC(CC1C)C1CCC2N1C(=O)CCC12OC(=O)C(C1)C	WONJUF
C=CC1=C(C=CC2=C(C=C)CC(C2)(C(=O)OC(C)C)C(=O)OC(C)C)CC(C1)(C(=O)OC(C)C)C(=O)OC(C)C	WOPMIY
Brc1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)Br)c1ccc(cc1)Br.Brc1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)Br)c1ccc(cc1)Br.Brc1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)Br)c1ccc(cc1)Br	WOYVOV
OC12CCCC(C1)CC(=N2)c1ccccc1	WULTED
C1C2CC3C4C1C1C5(C2)C23CC3CC5C5CC1C(C4)C2C5C3	WULYEI
Clc1ccc2c(c1c1ccccn1)cccc2	WULYUY
CC(=Nn1nnnc1n1nnc(c1)c1ccc(cc1)C(C)(C)C)C	WUMFOA
Cc1cc2c(c3c1ccc(c3)Br)cc(c1c2cc(Br)cc1)C	WUMVIK
Cc1cc2c(c3c1ccc(c3)I)cc(c1c2cc(I)cc1)C	WUMVOQ
Cc1cc2c(c3c1ccc(c3)Cl)cc(c1c2cc(Cl)cc1)C	WUMVUW
Cc1cc2c(c3c1ccc(c3)F)cc(c1c2cc(F)cc1)C	WUMWAD
Brc1ccc2c(c1)c(C)cc1c2cc(C)c2c1ccc(c2)Br	WUMWEH
Cc1cc2c3ccccc3c(cc2c2c1cccc2)C	WUMWIL
C#CCn1cnc2c1ncnc2N	WUSGOH
c1ccc2c(c1)c(Cn1cncc1)c1c(c2Cn2cncc2)cccc1	WUTGUO
Fc1c2C#CC#Cc3c(C#CC#Cc2c(c(c1F)F)F)c(F)c(c(c3F)F)F	WUVVIS
O=N(=O)C12CC2CC(COC1=O)N1C(=O)c2c(C1=O)cccc2	WUWHIG
[O-]c1ccc(cc1C=[NH+]C1CCCCC1)N(=O)=O	XABCUZ
O=C1C2CCCCC(C2)C(=O)N1c1ccc2c(c1)OCO2	XACNIA
N#CC(=Cc1ccccc1)c1ccc(cc1)N(=O)=O	XACQEZ
COn1nn[nH]c1=NN(=O)=O	XAJHEX
